,name,Country Code,rating,category,Currency,original_price,offer_price,discount_percentage,sales,quantity_available,state,reviews,scrape_link,date_scraped,Marca,Línea,Modelo,Modelo alfanumérico,Color,Es smart,Es 3D,Es curvo,Es portátil,Sistema operativo,Tipo de pantalla,Tamaño de la pantalla,Tipo de resolución,Con HDR,Relación de contraste,Tiempo de respuesta,Con USB,Con HDMI,Con Wi-Fi,Con Bluetooth,Voltaje,Frecuencia,Con apagado automático,Con cables ocultos,Con sistema de montaje VESA incorporado,Ancho x Profundidad x Altura,Peso,Ancho con soporte,Profundidad con soporte,Altura con soporte,Peso con soporte,Accesorios incluidos,Con función screen share,Apps integradas,Resolución máxima,Relación de aspecto,Cantidad de puertos HDMI,Cantidad de puertos USB,Con ethernet,Con entrada S/PDIF,Con entrada de antena RF,Cantidad de parlantes,Potencia máxima de los parlantes,Modos de sonido,Brillo,Frecuencia de actualización de la pantalla,Con entrada por video componentes,Con entrada por video compuesto,Con comando de voz integrado,Asistentes virtuales integrados,Con VGA,Capacidad de almacenamiento,Es inflamable,Es kit,Ángulo de visión horizontal,Ángulo de visión vertical,Cantidad de núcleos del procesador,Países con control mágico incluido,Organismo de certificación (OCP),Número de certificado de seguridad eléctrica,Duración del producto,Profundidad,Ancho x Profundidad,Ancho x Altura,Con impacto positivo,Ancho
530,Televisor Samsung Q80a 55'' Qled 4k Quantum Hdr 12x 120 Hz,BR,None,Televisores,$,,384999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1148923739-televisor-samsung-q80a-55-qled-4k-quantum-hdr-12x-120-hz-_JM#position=25&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c791,16/03/2023 05:42:44,Samsung,Series 8,QN55Q80AAG,QN55Q80AAGXZS,,Sí,,No,,Tizen,QLED,"55 """,4K,Sí,,,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,Sí,Sí,Sí,1227.6 mm x 54.7 mm x 706.7 mm,17.9 kg,1227.6 mm,255.8 mm,783.4 mm,21 kg,"Cable de alimentación,Smart control TM2180E,Manual,Manual electrónico",Sí,"Netflix,Web browser,SmartThings,Gallery,Prime Video",3840 px - 2160 px,16:9,4,2,Sí,Sí,Sí,6,60 W,"Dolby Digital Plus,Adaptive Sound +,OTS,Dolby 5.1 Decoder,Q-Symphony,Surround",,120 Hz,,Sí,Sí,Bixby,,,No,,178°,178°,,,,,,,,,,
531,Smart Tv 32  Rca C32and Android Hdr Tda,BR,None,Televisores,$,,52299,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1154940180-smart-tv-32-rca-c32and-android-hdr-tda-_JM#position=26&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:42:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Smart Tv Samsung Series 7 Un50au7000gczb Led 4k 50  ,BR,5.0,Televisores,$,,138550,,1,1,None,1,https://articulo.mercadolibre.com.ar/MLA-1147855196-smart-tv-samsung-series-7-un50au7000gczb-led-4k-50-_JM#position=27&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:42:49,Samsung,Series 7,UN50AU7000G,UN50AU7000GCZB,,Sí,,,,Tizen,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,Sí,Sí,1116.8 mm x 59.9 mm x 644.2 mm,11.4 kg,1116.8 mm,250.2 mm,719.1 mm,11.6 kg,"Adaptador AV,Baterías,Cable de alimentación,Manual,Manual electrónico,Smart control TM2140A",Sí,"Apple TV,Gallery,Netflix,Prime Video,Web browser,YouTube",3840 px - 2160 px,16:9,3,1,Sí,Sí,Sí,2,20 W,"Dolby Digital Plus,Q-Symphony",,,,,,,,,,,,,,,,,,,,,,
533,Smart Tv Candy 32sv1300 Android High Definition D-led,BR,None,Televisores,$,,58298,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1137650555-smart-tv-candy-32sv1300-android-high-definition-d-led-_JM#position=28&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:42:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Led Tv Philips 43 Pfd6917/77 Android Smart Netflix Prime Fhd,BR,None,Televisores,$,,83999,,100,1,None,,https://articulo.mercadolibre.com.ar/MLA-1148877852-led-tv-philips-43-pfd691777-android-smart-netflix-prime-fhd-_JM#position=29&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c,16/03/2023 05:42:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Smart Tv Hitachi Cdh-le504ksmart21-f Led 4k 50  220v,BR,None,Televisores,$,,109999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1233491847-smart-tv-hitachi-cdh-le504ksmart21-f-led-4k-50-220v-_JM#position=30&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:42:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Smart Android Tv 32  Motorola Mt32y001a1b,BR,None,Televisores,$,,49999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1319187615-smart-android-tv-32-motorola-mt32y001a1b-_JM#position=31&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:42:55,Motorola,,91MT32Y001A1B,,,Sí,,,,,LED,"32 """,,,,9 ms,Sí,Sí,Sí,Sí,,,,,,,3.6 kg,,,,,,,,,16:9,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,720.7 mm x 456 mm,,
537,Smart Tv Led 4k 50 Noblex Dk50x7500 Uhd Netflix Google Tv,BR,None,Televisores,$,,118999,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1311983431-smart-tv-led-4k-50-noblex-dk50x7500-uhd-netflix-google-tv-_JM#position=32&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c79,16/03/2023 05:42:57,Noblex,DK-Series,DK50X,DK50X7500,,Sí,No,No,No,,LED,"50 """,4K,,,,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Smart Tv Philips 7000 Series 50pud7406/77 Led 4k 50  ,BR,None,Televisores,$,,110999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1183727283-smart-tv-philips-7000-series-50pud740677-led-4k-50-_JM#position=33&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:42:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Smart Tv 32 Philips Android Hd 32phd6917/77 110-240v,BR,None,Televisores,$,,62999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1198873045-smart-tv-32-philips-android-hd-32phd691777-110-240v-_JM#position=34&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Smart Tv Samsung Series 7 Un50au7000gczb Led 4k 50 220v-240v,BR,None,Televisores,$,,141999,,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1162604874-smart-tv-samsung-series-7-un50au7000gczb-led-4k-50-220v-240v-_JM#position=35&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51,16/03/2023 05:43:03,Samsung,Series 7,UN50AU7000G,UN50AU7000GCZB,,Sí,,,,Tizen,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,Sí,Sí,Sí,1116.8 mm x 59.9 mm x 644.2 mm,11.4 kg,1116.8 mm,250.2 mm,719.1 mm,11.6 kg,"Adaptador AV,Baterías,Cable de alimentación,Manual,Manual electrónico,Smart control TM2140A",Sí,"Apple TV,Gallery,Netflix,Prime Video,Web browser,YouTube",3840 px - 2160 px,16:9,3,1,Sí,Sí,Sí,2,20 W,"Dolby Digital Plus,Q-Symphony",,,,,,,,,,,,,,,,,,,,,,
541,Smart Tv Philips 50  Ultra Hd 4k Android,BR,None,Televisores,$,,158700,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1219479754-smart-tv-philips-50-ultra-hd-4k-android-_JM#position=36&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Smart Tv Samsung Series 7 Un50au7000gczb Led 4k 50 ,BR,None,Televisores,$,,121550,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1147835669-smart-tv-samsung-series-7-un50au7000gczb-led-4k-50-_JM#position=37&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,Smart Tv Led 43  Fhd B4322fk5  Bgh,BR,None,Televisores,$,84999,72999,14,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1362057901-smart-tv-led-43-fhd-b4322fk5-bgh-_JM#position=38&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,Smart Tv 4k Mini Qled 55 Tcl L55c825 120hz Google Tv Webcam,BR,5.0,Televisores,$,412499,349999,15,5,1,None,1,https://articulo.mercadolibre.com.ar/MLA-1156346530-smart-tv-4k-mini-qled-55-tcl-l55c825-120hz-google-tv-webcam-_JM#position=39&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c,16/03/2023 05:43:13,TCL,C825,55C825,L55C825,Negro,Sí,No,No,No,Android TV,QLED,"55 """,4K,Sí,5000:1,6.5 ms,Sí,Sí,Sí,Sí,100V/240V,50 Hz x 60 Hz,Sí,,Sí,,20 kg,,,,22 kg,"Base,Manual,Control remoto RC901V,Cable de alimentación,Tornillos,Baterías",Sí,"Google Play Games,Google Play Store,Google Play Movies & TV,Netflix,TCL Channel,Gallery,YouTube,Prime Video,Web browser",3840 px - 2160 px,16:9,4,,Sí,Sí,,2,50 W,"Dolby Atmos,Standard,MTS",500 cd/m²,120 Hz,,Sí,Sí,Google Assistant,,32 GB,,,178°,178°,,,,,,,,,,
545,"Smart TV Samsung Series 4 UN32J4300DGCZB LED HD 32"" 220V",BR,None,Televisores,$,,130000,,100,1,None,,https://www.mercadolibre.com.ar/smart-tv-samsung-series-4-un32j4300dgczb-led-hd-32-220v/p/MLA15055492?pdp_filters=category:MLA1002#searchVariation=MLA15055492&position=5&search_layout=stack&type=produ,16/03/2023 05:43:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Televisor Tv Led Hd 32 Pulgadas Con Hdmi Vga Usb,BR,None,Televisores,$,,86908,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1190035869-televisor-tv-led-hd-32-pulgadas-con-hdmi-vga-usb-_JM#position=40&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Smart Tv Philco Pld43hs2250pi Led 43'' Full Hd,BR,None,Televisores,$,,75679,,500,1,None,,https://www.mercadolibre.com.ar/smart-tv-philco-pld43hs2250pi-led-43-full-hd/p/MLA19738270?pdp_filters=category:MLA1002#searchVariation=MLA19738270&position=6&search_layout=stack&type=product&tracking,16/03/2023 05:43:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Smart Tv Led 50 Bgh B5022uk6 Ultra Hd Netflix Youtube Cuo,BR,None,Televisores,$,,126289,18,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1149677198-smart-tv-led-50-bgh-b5022uk6-ultra-hd-netflix-youtube-cuo-_JM#position=41&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c79,16/03/2023 05:43:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Smart Tv Tcl 32 Hd 32s61e Android Tv,BR,None,Televisores,$,,56398,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1198289837-smart-tv-tcl-32-hd-32s61e-android-tv-_JM#position=42&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:24,TCL,S61E,L32S61E-F,,Negro,Sí,No,No,,,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,1366 px - 768 px,,,,,,,2,,,,,,,,,No,,,,,,,,,,5 días,,,72.4 cm x 47.5 cm,,
550,Smart Tv Siera 32 Led Stv3203 Hd Android,BR,None,Televisores,$,,47999,,50,1,None,,https://articulo.mercadolibre.com.ar/MLA-1165048204-smart-tv-siera-32-led-stv3203-hd-android-_JM#position=43&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Smart Tv Jvc Lt-50da71252pi Led 4k 50'',BR,None,Televisores,$,129999,117999,9,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1275807481-smart-tv-jvc-lt-50da71252pi-led-4k-50-_JM#position=44&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Televisor Tcl Led 50  Uhd Google Tv-rv,BR,None,Televisores,$,,157199,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1148853632-televisor-tcl-led-50-uhd-google-tv-rv-_JM#position=45&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:31,TCL,P725-Series,L50P725,L50P725-F,,Sí,,,,Android TV,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V - 240V,50 Hz x 60 Hz,,,Sí,112.2 cm x 8.3 cm x 65.5 cm,9.3 kg,112.2 cm,26.5 cm,71 cm,9.4 kg,"Base,Cable adaptador de señal,Cable de alimentación,Control remoto,Manual,Tornillos",Sí,"Disney+,Google Play Store,Netflix,Prime Video,Spotify,TCL Channel,Web browser,YouTube",3840 px - 2160 px,16:9,3,2,Sí,Sí,Sí,2,19 W,"Dolby Atmos,Dolby Audio,DTS-HD,MTS,SAP,Stereo",,60 Hz,,Sí,Sí,Google Assistant,,,,,,,,,,,,,,,,
553,Smart Tv Led 32  B3222s5a Bgh,BR,None,Televisores,$,59999,44999,25,1,1,None,,https://articulo.mercadolibre.com.ar/MLA-1362039831-smart-tv-led-32-b3222s5a-bgh-_JM#position=46&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:34,BGH,,"Smart TV HD LED 32""",B3222K5,Negro,Sí,No,No,,,LED,"32 """,HD,No,,,Sí,Sí,Sí,,220V,,,,,,,,,,,,,,1280 px - 720 px,16:9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Tv Monitor Led 24 Kanji Full Hd Kj 24mt005 Hdmi Vga Rf Av ,BR,None,Televisores,$,,44999,,50,1,None,,https://articulo.mercadolibre.com.ar/MLA-899950964-tv-monitor-led-24-kanji-full-hd-kj-24mt005-hdmi-vga-rf-av-_JM#position=47&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c791,16/03/2023 05:43:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Smart Tv 50  4k Uhd Netflix Youtube Android Dm50x7550 Noblex,BR,None,Televisores,$,,119999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1119698196-smart-tv-50-4k-uhd-netflix-youtube-android-dm50x7550-noblex-_JM#position=48&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c,16/03/2023 05:43:39,Noblex,,DM50X7550,DM50X7550,Negro,Sí,No,No,,Android TV,LED,"50 """,4K,,4000:1,8 ms,Sí,Sí,Sí,Sí,220V,,,,Sí,111.25 cm x 9.08 cm x 64.16 cm,,,,,,"Control remoto,Cable de alimentación",,"YouTube,Web browser",3840 px - 2160 px,16:9,3,2,Sí,,,2,16 W,Standard,300 cd/m²,60 Hz,No,,,,No,,,,,,,,,,,,,,,
556,Smart Tv 32  Aoc S5295 Netflix Youtube Led Garantia Oficial,BR,4.5,Televisores,$,,49973,,5,1,None,2,https://articulo.mercadolibre.com.ar/MLA-1124244725-smart-tv-32-aoc-s5295-netflix-youtube-led-garantia-oficial-_JM#position=49&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7,16/03/2023 05:43:41,AOC,,32S5295,32S5295/77G,,Sí,,,,Xmart UI,LED,"32 """,HD,,200000:1,12 ms,Sí,Sí,Sí,,220V,,,,,731.8 mm x 77.3 mm x 432.3 mm,,731.8 mm,165.9 mm,478.7 mm,,"Cable de alimentación,Control remoto",,"Netflix,Web browser,YouTube",1366 px - 768 px,16:9,3,2,Sí,Sí,,2,20 W,,220 cd/m²,60 Hz,Sí,Sí,,,,,,,176°,176°,,,,,,,,,,
557,Smart Tv Led Candy 32gtv1400 Hd Android Tv Hdmi Usb,BR,None,Televisores,$,100714,93388,7,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1267128833-smart-tv-led-candy-32gtv1400-hd-android-tv-hdmi-usb-_JM#position=50&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c7919a0,16/03/2023 05:43:44,Candy,Televisores,GTV1400,CDY32GTV1400,Negro,Sí,No,No,Sí,Android 11,DLED,"32 """,HD,,,8.5 ms,Sí,Sí,Sí,Sí,,,,,,,3.4 kg,,,,,,,,1366 px - 768 px,,,,Sí,,,,,,180 cd/m²,,,,,,,,,,,,,,,,,,,,,
558,Television Smart Tv Samsung Series 4 Led Hd 32  Hdmi Usb Ref (Reacondicionado),BR,None,Televisores,$,,49999,10,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1170953680-television-smart-tv-samsung-series-4-led-hd-32-hdmi-usb-ref-_JM#position=51&search_layout=stack&type=item&tracking_id=15481a06-5d73-4031-a025-84e51c,16/03/2023 05:43:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,None,BR,None,Televisores,None,,,,,1,None,,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=%2B0i0QSis1vYATiwZfdX9jQVUv9P1bWZPJf9%2FfeEQpxudC%2FbkGSiz4wGe0YeDCLHX7jIQR4XJn8I26EGEZ3QKD6pFvXVbVL1g%2BUIJy7yW45mlrHpGMmQe%2FeVy,16/03/2023 05:43:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,"Smart TV Telefunken TK4319FK5 LED Full HD 43"" 220V",BR,4.3,Televisores,$,,97999,,100,1,None,22,https://www.mercadolibre.com.ar/smart-tv-telefunken-tk4319fk5-led-full-hd-43-220v/p/MLA15933220?pdp_filters=category:MLA1002#searchVariation=MLA15933220&position=2&search_layout=stack&type=product&tra,16/03/2023 05:43:52,Telefunken,,TK4319FK5,,,Sí,,No,,,LED,"43 """,Full HD,,,,Sí,Sí,Sí,,220V,,,,,96.8 cm x 7.8 cm x 56.8 cm,7.7 kg,,,,,"Control remoto, Cable de alimentación",Sí,"YouTube, Netflix, Web browser",1920 px - 1080 px,16:9,4,2,Sí,,,,,,,,,,,,,,,,,,4,,,,,,,,,
561,Smart Tv 32  Hd Noblex Android Netflix Youtube Dr32x7000,BR,None,Televisores,$,,53999,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1189759504-smart-tv-32-hd-noblex-android-netflix-youtube-dr32x7000-_JM#position=8&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec,16/03/2023 05:43:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Smart Tv 58  Hyundai Hyled-58uhd5a 4k Ultra Hd,BR,5.0,Televisores,$,,168748,,5,1,None,1,https://articulo.mercadolibre.com.ar/MLA-1151327963-smart-tv-58-hyundai-hyled-58uhd5a-4k-ultra-hd-_JM#position=9&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:43:56,Hyundai,Smart Tv,HYLED-58UHD4,HYLED-58UHD5A,Negro,Sí,No,No,,,LED,"58 """,4K,,,,Sí,Sí,Sí,,220V,,,,,,14.5 kg,,,,,"Control remoto,Cable de alimentación",,"Netflix,YouTube",3840 px - 2160 px,16:9,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Smart Tv Led LG 50' 50uq8050psb Uhd 4k Thinq Ai Hdr 10 Pro,BR,None,Televisores,$,190580,175683,7,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1294881350-smart-tv-led-lg-50-50uq8050psb-uhd-4k-thinq-ai-hdr-10-pro-_JM#position=10&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebeb,16/03/2023 05:43:58,LG,AI ThinQ,50UQ8050PSB,50UQ8050PSB,Negro,Sí,No,No,No,webOS,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,,,,,,,11.9 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.1 cm x 5.71 cm,,,
564,Smart Tv 32 Samsung Serie 4 T4300 Hd Garantía Oficial Bidcom,BR,None,Televisores,$,92299,59999,34,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1106132108-smart-tv-32-samsung-serie-4-t4300-hd-garantia-oficial-bidcom-_JM#position=11&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961e,16/03/2023 05:44:00,Samsung,Series 4,UN32T4300AG,UN32T4300AGCZB,Negro,Sí,No,No,No,Tizen,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,No,220V - 240V,50 Hz - 60 Hz,Sí,,Sí,737.4 mm x 74.1 mm x 438 mm,4 kg,737.4 mm,150.5 mm,465.4 mm,4.1 kg,"Cable de alimentación,Control remoto TM1240A,Manual,Manual electrónico",Sí,"Apple TV,Disney+,ESPN,Gallery,Google Play Movies & TV,Hulu,Netflix,Prime Video,Samsung Health,Samsung TV Plus,SmartThings,Vudu,Web browser,YouTube,YouTube TV",1366 px - 768 px,16:9,2,1,Sí,Sí,Sí,2,10 W,Dolby Digital Plus,,,Sí,Sí,Sí,,,,,,,,,,,,,,,,,
565,Smart Tv 50  Hyundai Hyled-50uhd5a 4k 220v Ahora 12,BR,None,Televisores,$,,127498,,5,1,None,,https://articulo.mercadolibre.com.ar/MLA-1150963166-smart-tv-50-hyundai-hyled-50uhd5a-4k-220v-ahora-12-_JM#position=12&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:02,Hyundai,,HYLED-50UHD5A,,,Sí,No,,,Android TV,LED,"50 """,4K,Sí,,,Sí,Sí,Sí,Sí,220V,,,,Sí,112.14 cm x 8.99 cm x 64.89 cm,9.6 kg,112.14 cm,26.95 cm,70.62 cm,9.8 kg,"Cable de alimentación,Control remoto",No,"Google Play Store,Netflix,YouTube",3840 px - 2160 px,16:9,3,,Sí,Sí,,2,,,,60 Hz,No,Sí,Sí,,,,,,,,,,,,,,,,,
566,"Smart TV Hitachi CDH-LE654KSMART22 LED 4K 65"" 100V/240V",BR,None,Televisores,$,,286990,,100,1,None,,https://www.mercadolibre.com.ar/smart-tv-hitachi-cdh-le654ksmart22-led-4k-65-100v240v/p/MLA18621068?pdp_filters=category:MLA1002#searchVariation=MLA18621068&position=3&search_layout=stack&type=product,16/03/2023 05:44:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Smart Tv Kanji Kj-32mt005 Led Hd 32  220v,BR,None,Televisores,$,,42350,,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1115766272-smart-tv-kanji-kj-32mt005-led-hd-32-220v-_JM#position=13&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Smart Tv 4k Led 50 Pulgadas Hdmi Netflix Youtube,BR,None,Televisores,$,154998,138998,10,,1,None,,https://articulo.mercadolibre.com.ar/MLA-1247841973-smart-tv-4k-led-50-pulgadas-hdmi-netflix-youtube-_JM#position=14&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961ebebeec2,16/03/2023 05:44:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Smart Tv Hd 32 Pulgadas Philips 32phd6927 Android Hdr Bt Voz,BR,5.0,Televisores,$,74999,58010,22,5,1,None,2,https://articulo.mercadolibre.com.ar/MLA-1163264224-smart-tv-hd-32-pulgadas-philips-32phd6927-android-hdr-bt-voz-_JM#position=15&search_layout=stack&type=item&tracking_id=15e5acc6-b205-47d9-8426-1961e,16/03/2023 05:44:11,Philips,SMART + ANDROID,32PHD6927,32PHD6927/77,Blanco,Sí,No,No,No,Android,LED,"32 """,HD,Sí,,,Sí,Sí,Sí,Sí,110V/240V,,Sí,,,71.6 cm x 7.6 cm x 43.3 cm,3.98 kg,71.6 cm,16.6 cm,45.3 cm,3 kg,"Baterías,Cable de alimentación,Soporte para la mesa,Control remoto,Manual,Guía de instalación",Sí,,,,3,2,Sí,,Sí,2,3 W,Dolby Digital,,,,,Sí,,,8 GB,,,,,,,,,,,,,,
